ID,sch_type,sch_id,sch_name,game_id,game_name,game_info,home,home_s,away_s,away,tnmt_name,date
"114""",2p4,1,小组赛,1,None,8:30 F1,Zen,7,9,Zoo,DISXC飞盘俱乐部精英赛,2023-03-18
"115""",2p4,1,小组赛,2,None,8:30 F2,迈克虎,9,11,肉夹馍,DISXC飞盘俱乐部精英赛,2023-03-18
"116""",2p4,1,小组赛,3,None,10:00 F1,沪蛙,11,10,大哥,DISXC飞盘俱乐部精英赛,2023-03-18
"117""",2p4,1,小组赛,4,None,10:00 F2,Storm,11,10,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"118""",2p4,1,小组赛,5,None,11:30 F1,Zoo,4,13,迈克虎,DISXC飞盘俱乐部精英赛,2023-03-18
"119""",2p4,1,小组赛,6,None,11:30 F2,Zen,11,10,肉夹馍,DISXC飞盘俱乐部精英赛,2023-03-18
"120""",2p4,1,小组赛,7,None,13:00 F1,沪蛙,11,12,Storm,DISXC飞盘俱乐部精英赛,2023-03-18
"121""",2p4,1,小组赛,8,None,13:00 F2,大哥,9,10,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"122""",2p4,1,小组赛,9,None,15:10 F1,Zoo,10,11,肉夹馍,DISXC飞盘俱乐部精英赛,2023-03-18
"123""",2p4,1,小组赛,10,None,15:10 F2,Zen,11,9,迈克虎,DISXC飞盘俱乐部精英赛,2023-03-18
"124""",2p4,1,小组赛,11,None,16:40 F1,沪蛙,13,6,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"125""",2p4,1,小组赛,12,None,16:40 F2,大哥,6,13,Storm,DISXC飞盘俱乐部精英赛,2023-03-18
"142""",2p4,3,小组赛,1,None,8:00 F1,空中,8,13,DarkFlow,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"143""",2p4,3,小组赛,2,None,8:00 F2,视界,13,2,METSUP,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"144""",2p4,3,小组赛,3,None,9:20 F1,Hades,13,6,绿荔枝,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"145""",2p4,3,小组赛,4,None,9:20 F2,WeFly,6,12,火鸡,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"146""",2p4,3,小组赛,5,None,10:50 F1,空中,4,13,视界,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"147""",2p4,3,小组赛,6,None,10:50 F2,DarkFlow,13,1,METSUP,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"148""",2p4,3,小组赛,7,None,12:10 F1,Hades,11,9,WeFly,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"149""",2p4,3,小组赛,8,None,12:10 F2,绿荔枝,7,10,火鸡,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"150""",2p4,3,小组赛,9,None,13:30 F1,空中,12,4,METSUP,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"151""",2p4,3,小组赛,10,None,13:30 F2,DarkFlow,7,11,视界,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"152""",2p4,3,小组赛,11,None,14:50 F1,Hades,9,11,火鸡,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"153""",2p4,3,小组赛,12,None,14:50 F2,绿荔枝,10,8,WeFly,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"158""",b8,5,冠军淘汰赛,1,Q1,8:30 F1,视界,12,9,WeFly,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"159""",b8,5,冠军淘汰赛,2,Q4,10:00 F2,Hades,13,8,空中,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"160""",b8,5,冠军淘汰赛,3,Q2,8:30 F2,火鸡,13,5,METSUP,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"161""",b8,5,冠军淘汰赛,4,Q3,10:00 F1,DarkFlow,7,10,绿荔枝,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"162""",b8,5,冠军淘汰赛,5,S1,13:00 F1,视界,9,13,Hades,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"163""",b8,5,冠军淘汰赛,6,S2,13:00 F2,火鸡,8,9,绿荔枝,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"164""",b8,5,冠军淘汰赛,7,Final,16:10 F1,Hades,8,9,绿荔枝,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"165""",b4,6,B pool,1,S1,11:30 F1,WeFly,11,12,空中,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"166""",b4,6,B pool,2,S2,11:30 F2,METSUP,2,13,DarkFlow,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"167""",b4,6,B pool,3,Final,14:30 F1,空中,8,13,DarkFlow,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"168""",i3,7,季军赛,1,apool,16:00 F2,视界,8,11,火鸡,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"169""",i3,7,季军赛,2,bpool,14:30 F2,WeFly,11,6,METSUP,BUCL湾区飞盘俱乐部联赛广州站,2023-02-18
"194""",i5,1,第一轮,1,None,F1,乃肥,10,7,Hairens,上海XCS,2022-11-27
"195""",i5,1,第一轮,2,None,F2,多飞,11,9,山坡,上海XCS,2022-11-27
"196""",i5,1,第一轮,3,None,F3,Maxima,10,11,Wings,上海XCS,2022-11-27
"197""",i5,1,第一轮,4,None,F4,黑猫,7,16,超光速Raven,上海XCS,2022-11-27
"198""",i5,2,第二轮,1,None,F1,乃肥,8,10,多飞,上海XCS,2022-11-27
"199""",i5,2,第二轮,2,None,F2,Hairens,19,7,山坡,上海XCS,2022-11-27
"200""",i5,2,第二轮,3,None,F3,Maxima,13,10,黑猫,上海XCS,2022-11-27
"201""",i5,2,第二轮,4,None,F4,Wings,10,11,超光速Raven,上海XCS,2022-11-27
"202""",i5,3,第三轮,1,None,F1,乃肥,20,8,山坡,上海XCS,2022-11-27
"203""",i5,3,第三轮,2,None,F2,Hairens,11,8,多飞,上海XCS,2022-11-27
"204""",i5,3,第三轮,3,None,F3,Maxima,9,11,超光速Raven,上海XCS,2022-11-27
"205""",i5,3,第三轮,4,None,F4,Wings,7,13,黑猫,上海XCS,2022-11-27
"206""",i5,4,第四轮,1,None,F1,超光速Raven,12,10,山坡,上海XCS,2022-11-27
"207""",i5,4,第四轮,2,None,F2,黑猫,9,11,多飞,上海XCS,2022-11-27
"208""",i5,4,第四轮,3,None,F3,Wings,7,17,Hairens,上海XCS,2022-11-27
"209""",i5,4,第四轮,4,None,F4,Maxima,10,22,乃肥,上海XCS,2022-11-27
"210""",b8,5,决赛日,1,Q1,9:00 F1,多飞,14,9,黑猫,上海XCS,2022-11-27
"211""",b8,5,决赛日,2,Q3,9:00 F3,超光速Raven,10,9,山坡,上海XCS,2022-11-27
"212""",b8,5,决赛日,3,Q2,9:00 F2,Hairens,10,3,Maxima,上海XCS,2022-11-27
"213""",b8,5,决赛日,4,Q4,9:00 F4,乃肥,15,8,Wings,上海XCS,2022-11-27
"214""",b8,5,决赛日,5,S1,10:30 F3,超光速Raven,7,4,多飞,上海XCS,2022-11-27
"215""",b8,5,决赛日,6,S2,10:30 F4,Hairens,13,6,乃肥,上海XCS,2022-11-27
"216""",b8,5,决赛日,7,Final,14:10 F1,Hairens,18,11,超光速Raven,上海XCS,2022-11-27
"217""",i9,6,败者组,1,LS1,10:30 F1,黑猫,7,11,山坡,上海XCS,2022-11-27
"218""",i9,6,败者组,2,LS2,10:30 F2,Maxima,8,9,Wings,上海XCS,2022-11-27
"219""",i9,6,败者组,3,G9,12:20 F1,山坡,12,9,Wings,上海XCS,2022-11-27
"220""",i9,6,败者组,4,G10,12:20 F2,乃肥,15,8,黑猫,上海XCS,2022-11-27
"221""",i9,6,败者组,5,G12,14:10 F2,多飞,11,10,Maxima,上海XCS,2022-11-27
"226""",2p4,2,循环赛,1,1,8:00 F1,Nankings,8,11,Fly up,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"227""",2p4,2,循环赛,2,2,8:00 F2,V克特瑞,10,9,锡牛Rhinos,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"228""",2p4,2,循环赛,3,3,9:30 F1,蓝鲸盐水鸭,14,6,333,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"229""",2p4,2,循环赛,4,4,9:30 F2,GS,6,9,Wings,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"230""",2p4,2,循环赛,5,5,11:00 F1,Nankings,7,10,V克特瑞,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"231""",2p4,2,循环赛,6,6,11:00 F2,Fly up,14,9,锡牛Rhinos,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"232""",2p4,2,循环赛,7,7,13:00 F1,蓝鲸盐水鸭,7,11,GS,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"233""",2p4,2,循环赛,8,8,13:00 F2,333,5,11,Wings,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"234""",2p4,2,循环赛,9,9,14:30 F1,Nankings,5,11,锡牛Rhinos,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"235""",2p4,2,循环赛,10,10,14:30 F2,Fly up,15,11,V克特瑞,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"236""",2p4,2,循环赛,11,11,16:00 F1,蓝鲸盐水鸭,10,11,Wings,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"237""",2p4,2,循环赛,12,12,16:00 F2,333,4,11,GS,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"238""",2p4,1,小组赛,1,None,9:00 F1,Lazy,13,3,宁诺UFO,江浙沪邀请赛 兔Be No.1,2023-02-18
"239""",2p4,1,小组赛,2,None,9:00 F2,MAGMA,11,5,龙井虾仁,江浙沪邀请赛 兔Be No.1,2023-02-18
"240""",2p4,1,小组赛,3,None,10:20 F1,盘漩,6,12,多飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"241""",2p4,1,小组赛,4,None,10:20 F2,雾空飞,11,7,BinGoal,江浙沪邀请赛 兔Be No.1,2023-02-18
"242""",2p4,1,小组赛,5,None,11:40 F1,Lazy,7,11,MAGMA,江浙沪邀请赛 兔Be No.1,2023-02-18
"243""",2p4,1,小组赛,6,None,11:40 F2,龙井虾仁,12,8,宁诺UFO,江浙沪邀请赛 兔Be No.1,2023-02-18
"244""",2p4,1,小组赛,7,None,13:00 F1,盘漩,10,14,雾空飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"245""",2p4,1,小组赛,8,None,13:00 F2,BinGoal,7,12,多飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"246""",2p4,1,小组赛,9,None,14:20 F1,Lazy,10,8,龙井虾仁,江浙沪邀请赛 兔Be No.1,2023-02-18
"247""",2p4,1,小组赛,10,None,14:20 F2,MAGMA,11,7,宁诺UFO,江浙沪邀请赛 兔Be No.1,2023-02-18
"248""",2p4,1,小组赛,11,None,15:40 F1,盘漩,7,11,BinGoal,江浙沪邀请赛 兔Be No.1,2023-02-18
"249""",2p4,1,小组赛,12,None,15:40 F2,雾空飞,5,8,多飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"250""",b8,2,冠军淘汰赛,1,Q1,8:00 F1,Lazy,9,6,BinGoal,江浙沪邀请赛 兔Be No.1,2023-02-18
"251""",b8,2,冠军淘汰赛,2,Q4,9:20 F2,多飞,13,4,宁诺UFO,江浙沪邀请赛 兔Be No.1,2023-02-18
"252""",b8,2,冠军淘汰赛,3,Q2,8:00 F2,雾空飞,10,9,龙井虾仁,江浙沪邀请赛 兔Be No.1,2023-02-18
"253""",b8,2,冠军淘汰赛,4,Q3,9:20 F1,MAGMA,9,7,盘漩,江浙沪邀请赛 兔Be No.1,2023-02-18
"254""",b8,2,冠军淘汰赛,5,S1,12:00 F1,Lazy,8,6,多飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"255""",b8,2,冠军淘汰赛,6,S2,12:00 F2,雾空飞,8,9,MAGMA,江浙沪邀请赛 兔Be No.1,2023-02-18
"256""",b8,2,冠军淘汰赛,7,Final,14:50 F1,Lazy,9,8,MAGMA,江浙沪邀请赛 兔Be No.1,2023-02-18
"257""",i9,3,败者组,1,季军赛,14:50 F2,多飞,17,7,雾空飞,江浙沪邀请赛 兔Be No.1,2023-02-18
"258""",i9,3,败者组,2,5-8名,10:40 F1,BinGoal,5,14,宁诺UFO,江浙沪邀请赛 兔Be No.1,2023-02-18
"259""",i9,3,败者组,3,5-8名,10:40 F2,龙井虾仁,13,5,盘漩,江浙沪邀请赛 兔Be No.1,2023-02-18
"260""",i9,3,败者组,4,5-8名,13:20 F1,龙井虾仁,11,6,BinGoal,江浙沪邀请赛 兔Be No.1,2023-02-18
"261""",i9,3,败者组,5,5-8名,13:20 F2,宁诺UFO,10,6,盘漩,江浙沪邀请赛 兔Be No.1,2023-02-18
"265""",b8,3,循环赛,1,G1,8:00 F1,Fly up,15,7,333,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"266""",b8,3,循环赛,2,G4,9:30 F2,GS,7,8,锡牛Rhinos,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"267""",b8,3,循环赛,3,G3,9:30 F1,V克特瑞,7,14,蓝鲸盐水鸭,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"268""",b8,3,循环赛,4,G2,8:00 F2,Wings,12,9,Nankings,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"269""",b8,3,循环赛,5,11:00 F1,None,Fly up,15,12,锡牛Rhinos,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"270""",b8,3,循环赛,6,11:00 F2,None,Wings,3,15,蓝鲸盐水鸭,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"271""",b8,3,循环赛,7,15:00 F1,None,Fly up,12,7,蓝鲸盐水鸭,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"303""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,1,1月1日,9:00-10:20；场地一,BUWA,11,9,雾空飞,2023奥体杯飞盘公开赛,2023-03-04
"304""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,2,1月2日,9:00-10:20；场地二,盘漩,7,13,多飞,2023奥体杯飞盘公开赛,2023-03-04
"305""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,3,1月3日,9:00-10:20；场地三,超光速Raven,3,13,D-FLY,2023奥体杯飞盘公开赛,2023-03-04
"306""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,4,1月4日,9:00-10:20；场地四,米奇妙妙屋,13,6,甬士,2023奥体杯飞盘公开赛,2023-03-04
"307""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,5,2月1日,10:30-11:50；场地一,马萨拉,2,13,超赢,2023奥体杯飞盘公开赛,2023-03-04
"308""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,6,2月2日,10:30-11:50；场地二,MAGMA,8,13,CJ,2023奥体杯飞盘公开赛,2023-03-04
"309""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,7,2月3日,10:30-11:50；场地三,宁诺UFO,8,7,宁诺UFO 2,2023奥体杯飞盘公开赛,2023-03-04
"310""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,8,2月4日,10:30-11:50；场地四,Fortune Ultimate,1,13,福厦,2023奥体杯飞盘公开赛,2023-03-04
"311""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,9,3月1日,12:00-13:20；场地一,超光速Raven,0,12,米奇妙妙屋,2023奥体杯飞盘公开赛,2023-03-04
"312""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,10,3月2日,12:00-13:20；场地二,D-FLY,13,9,甬士,2023奥体杯飞盘公开赛,2023-03-04
"313""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,11,3月3日,12:00-13:20；场地三,盘漩,2,13,BUWA,2023奥体杯飞盘公开赛,2023-03-04
"314""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,12,3月4日,12:00-13:20；场地四,雾空飞,11,10,多飞,2023奥体杯飞盘公开赛,2023-03-04
"315""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,13,4月1日,13:30-14:50；场地一,宁诺UFO,13,9,Fortune Ultimate,2023奥体杯飞盘公开赛,2023-03-04
"316""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,14,4月2日,13:30-14:50；场地二,宁诺UFO 2,1,13,福厦,2023奥体杯飞盘公开赛,2023-03-04
"317""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,15,4月3日,13:30-14:50；场地三,MAGMA,8,2,马萨拉,2023奥体杯飞盘公开赛,2023-03-04
"318""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,16,4月4日,13:30-14:50；场地四,超赢,6,11,CJ,2023奥体杯飞盘公开赛,2023-03-04
"319""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,17,5月1日,15:00-16:20；场地一,BUWA,13,6,多飞,2023奥体杯飞盘公开赛,2023-03-04
"320""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,18,5月2日,15:00-16:20；场地二,盘漩,8,13,雾空飞,2023奥体杯飞盘公开赛,2023-03-04
"321""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,19,5月3日,15:00-16:20；场地三,超光速Raven,12,9,甬士,2023奥体杯飞盘公开赛,2023-03-04
"322""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,20,5月4日,15:00-16:20；场地四,米奇妙妙屋,13,7,D-FLY,2023奥体杯飞盘公开赛,2023-03-04
"323""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,21,6月1日,16:30-17:50；场地一,马萨拉,5,13,CJ,2023奥体杯飞盘公开赛,2023-03-04
"324""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,22,6月2日,16:30-17:50；场地二,MAGMA,12,7,超赢,2023奥体杯飞盘公开赛,2023-03-04
"325""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,23,6月3日,16:30-17:50；场地三,宁诺UFO,6,13,福厦,2023奥体杯飞盘公开赛,2023-03-04
"326""",4p4,2,2023奥体飞盘公开赛·“温州城发杯”浙江温州站（小组赛）,24,6月4日,16:30-17:50；场地四,Fortune Ultimate,13,3,宁诺UFO 2,2023奥体杯飞盘公开赛,2023-03-04
"351""",b12,6,淘汰赛,1,G1,4日18:50-20:10；F1,多飞,11,10,MAGMA,2023奥体杯飞盘公开赛,2023-03-04
"352""",b12,6,淘汰赛,2,G4,4日18:50-20:10；F4,甬士,5,13,福厦,2023奥体杯飞盘公开赛,2023-03-04
"353""",b12,6,淘汰赛,3,G2,4日18:50-20:10；F2,超光速Raven,11,7,宁诺UFO,2023奥体杯飞盘公开赛,2023-03-04
"354""",b12,6,淘汰赛,4,G3,4日18:50-20:10；F3,盘漩,6,13,CJ,2023奥体杯飞盘公开赛,2023-03-04
"355""",b12,6,淘汰赛,5,Q1,5日8:00-9:20；F1,D-FLY,13,6,多飞,2023奥体杯飞盘公开赛,2023-03-04
"356""",b12,6,淘汰赛,6,Q4,5日8:00-9:20；F4,BUWA,9,13,福厦,2023奥体杯飞盘公开赛,2023-03-04
"357""",b12,6,淘汰赛,7,Q2,5日8:00-9:20；F2,雾空飞,12,7,超光速Raven,2023奥体杯飞盘公开赛,2023-03-04
"358""",b12,6,淘汰赛,8,Q3,5日8:00-9:20；F3,米奇妙妙屋,13,4,CJ,2023奥体杯飞盘公开赛,2023-03-04
"359""",b12,6,淘汰赛,9,S1,5日11:00-12:20；F1,D-FLY,9,10,福厦,2023奥体杯飞盘公开赛,2023-03-04
"360""",b12,6,淘汰赛,10,S2,5日11:00-12:20；F2,雾空飞,2,13,米奇妙妙屋,2023奥体杯飞盘公开赛,2023-03-04
"361""",b12,6,淘汰赛,11,Final,5日15:30-17:10；F1,福厦,10,8,米奇妙妙屋,2023奥体杯飞盘公开赛,2023-03-04
"362""",b4,7,第五名,1,S3,5日11:00-12:20；F3,多飞,6,12,BUWA,2023奥体杯飞盘公开赛,2023-03-04
"363""",b4,7,第五名,2,S4,5日11:00-12:20；F4,超光速Raven,8,12,CJ,2023奥体杯飞盘公开赛,2023-03-04
"364""",b4,7,第五名,3,5th,5日14:00-15:20；F1,BUWA,10,11,CJ,2023奥体杯飞盘公开赛,2023-03-04
"365""",b4,8,第九名,1,S5,5日9:30-10:50；F1,MAGMA,11,10,宁诺UFO,2023奥体杯飞盘公开赛,2023-03-04
"366""",b4,8,第九名,2,S6,5日9:30-10:50；F2,盘漩,7,11,甬士,2023奥体杯飞盘公开赛,2023-03-04
"367""",b4,8,第九名,3,9th,5日12:30-13:50；F1,MAGMA,10,11,甬士,2023奥体杯飞盘公开赛,2023-03-04
"368""",b4,9,第十三名,1,S7,5日9:30-10:50；F3,超赢,13,3,宁诺UFO 2,2023奥体杯飞盘公开赛,2023-03-04
"369""",b4,9,第十三名,2,S8,5日9:30-10:50；F4,马萨拉,2,13,Fortune Ultimate,2023奥体杯飞盘公开赛,2023-03-04
"370""",b4,9,第十三名,3,13th,5日12:30-13:50；F2,超赢,10,4,Fortune Ultimate,2023奥体杯飞盘公开赛,2023-03-04
"371""",i5,10,败者组,1,3rd,5日14:00-15:20；F2,D-FLY,10,8,雾空飞,2023奥体杯飞盘公开赛,2023-03-04
"372""",i5,10,败者组,2,7th,5日14:00-15:20；F3,多飞,5,8,超光速Raven,2023奥体杯飞盘公开赛,2023-03-04
"373""",i5,10,败者组,3,11th,5日12:30-13:50；F3,宁诺UFO,6,9,盘漩,2023奥体杯飞盘公开赛,2023-03-04
"374""",i5,10,败者组,4,15th,5日12:30-13:50；F4,宁诺UFO 2,9,8,马萨拉,2023奥体杯飞盘公开赛,2023-03-04
"376""",i2,4,三四名,1,三四名,None,锡牛Rhinos,13,9,Wings,333飞盘俱乐部邀请赛—镇江OPEN赛,2023-02-25
"377""",2p3,1,,1,None,9:00-10:00,YUF,9,6,银川联队,五军之战-飞盘联赛（西安站）,2023-03-04
"378""",2p3,1,,2,None,10:15-11:15,郑州豫中,11,4,YUF,五军之战-飞盘联赛（西安站）,2023-03-04
"379""",2p3,1,,3,None,11:30-12:30,银川联队,3,11,郑州豫中,五军之战-飞盘联赛（西安站）,2023-03-04
"380""",2p3,1,,4,None,9:00-10:00,Gobro,3,11,Huddler,五军之战-飞盘联赛（西安站）,2023-03-04
"381""",2p3,1,,5,None,0:15-11:15,Huddler,10,9,Tao,五军之战-飞盘联赛（西安站）,2023-03-04
"382""",2p3,1,,6,None,11:30-12:30,Tao,9,7,Gobro,五军之战-飞盘联赛（西安站）,2023-03-04
"383""",b8,2,淘汰赛,1,Q1,8:00 F1,Zen,6,13,大哥,DISXC飞盘俱乐部精英赛,2023-03-18
"384""",b8,2,淘汰赛,2,Q4,9:30 F2,沪蛙,7,8,迈克虎,DISXC飞盘俱乐部精英赛,2023-03-18
"385""",b8,2,淘汰赛,3,Q2,8:00 F2,Storm,10,6,Zoo,DISXC飞盘俱乐部精英赛,2023-03-18
"386""",b8,2,淘汰赛,4,Q3,9:30 F1,肉夹馍,5,13,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"387""",b8,2,淘汰赛,5,S1,11:00 F1,大哥,11,10,迈克虎,DISXC飞盘俱乐部精英赛,2023-03-18
"388""",b8,2,淘汰赛,6,S2,11:00 F2,Storm,6,4,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"389""",b8,2,淘汰赛,7,Final,15:30 F1,Storm,13,12,大哥,DISXC飞盘俱乐部精英赛,2023-03-18
"390""",b4,3,败者组,1,LS1,12:30 F2,Zen,5,13,沪蛙,DISXC飞盘俱乐部精英赛,2023-03-18
"391""",b4,3,败者组,2,LS2,12:30 F1,Zoo,10,8,肉夹馍,DISXC飞盘俱乐部精英赛,2023-03-18
"392""",b4,3,败者组,3,5th,15:30 F2,沪蛙,13,8,Zoo,DISXC飞盘俱乐部精英赛,2023-03-18
"393""",i3,4,排位赛,1,3rd,14:00 F1,迈克虎,6,5,Ninty-Nine,DISXC飞盘俱乐部精英赛,2023-03-18
"394""",i3,4,排位赛,2,7th,14:00 F2,Zen,8,9,肉夹馍,DISXC飞盘俱乐部精英赛,2023-03-18
"397""",b6,2,淘汰赛,1,None,None,Gobro,5,9,YUF,五军之战-飞盘联赛（西安站）,2023-03-04
"398""",b6,2,淘汰赛,2,None,None,Tao,11,2,银川联队,五军之战-飞盘联赛（西安站）,2023-03-04
"399""",b6,2,淘汰赛,3,None,None,Huddler,11,2,YUF,五军之战-飞盘联赛（西安站）,2023-03-04
"400""",b6,2,淘汰赛,4,None,None,郑州豫中,8,11,Tao,五军之战-飞盘联赛（西安站）,2023-03-04
"401""",b6,2,淘汰赛,5,None,None,Huddler,11,10,Tao,五军之战-飞盘联赛（西安站）,2023-03-04
"402""",i2,3,5-6名排位赛,1,None,None,银川联队,1,11,Gobro,五军之战-飞盘联赛（西安站）,2023-03-04
"403""",i2,4,季军赛,1,None,None,YUF,6,10,郑州豫中,五军之战-飞盘联赛（西安站）,2023-03-04
"424""",2p4,1,竞技组,1,None,None,枪花,11,11,CMBK,宁波公开赛,2023-03-25
"425""",2p4,1,竞技组,2,None,None,宁诺UFO,5,13,大工研究生,宁波公开赛,2023-03-25
"426""",2p4,1,竞技组,3,None,None,星火,13,6,BUWA,宁波公开赛,2023-03-25
"427""",2p4,1,竞技组,4,None,None,龙井虾仁,11,12,Maxima,宁波公开赛,2023-03-25
"428""",2p4,1,竞技组,5,None,None,星火,13,3,Maxima,宁波公开赛,2023-03-25
"429""",2p4,1,竞技组,6,None,None,龙井虾仁,10,12,BUWA,宁波公开赛,2023-03-25
"430""",2p4,1,竞技组,7,None,None,枪花,9,9,大工研究生,宁波公开赛,2023-03-25
"431""",2p4,1,竞技组,8,None,None,宁诺UFO,10,11,CMBK,宁波公开赛,2023-03-25
"432""",2p4,1,竞技组,9,None,None,Maxima,8,11,BUWA,宁波公开赛,2023-03-25
"433""",2p4,1,竞技组,10,None,None,枪花,12,5,宁诺UFO,宁波公开赛,2023-03-25
"434""",2p4,1,竞技组,11,None,None,大工研究生,10,13,CMBK,宁波公开赛,2023-03-25
"435""",2p4,1,竞技组,12,None,None,星火,13,4,龙井虾仁,宁波公开赛,2023-03-25
"436""",2p4,2,发展组,1,None,None,DarkFlow,10,8,UFO G,宁波公开赛,2023-03-25
"437""",2p4,2,发展组,2,None,None,白鹭,11,5,多飞,宁波公开赛,2023-03-25
"438""",2p4,2,发展组,3,None,None,西浦SIPO,3,13,Naja,宁波公开赛,2023-03-25
"439""",2p4,2,发展组,4,None,None,Lazy,13,3,宁诺UFO 2,宁波公开赛,2023-03-25
"440""",2p4,2,发展组,5,None,None,UFO G,7,13,Naja,宁波公开赛,2023-03-25
"441""",2p4,2,发展组,6,None,None,西浦SIPO,3,13,DarkFlow,宁波公开赛,2023-03-25
"442""",2p4,2,发展组,7,None,None,白鹭,13,1,宁诺UFO 2,宁波公开赛,2023-03-25
"443""",2p4,2,发展组,8,None,None,Lazy,13,9,多飞,宁波公开赛,2023-03-25
